index,유기번호,썸네일,접수일,발견장소,품종,색상,나이,체중,공고번호,공고시작일,공고종료일,이미지,성별,중성화여부,특징,보호소이름,보호소전화번호,보호장소,관할기관,담당자,담당자연락처,특이사항,상태,x,y,SPECIAL_WORD,건강,친화성+,친화성-,친화성+강조,친화성-강조,api_친화성,api_건강점수,1년미만,출생연도,만나이,1년미만_주환산,1년이상_주환산,나이_주환산,체중_숫자,F,M,Q,N,U,Y,군집
1365,441382202200954,http://www.animal.go.kr/files/shelter/2022/10/202210291310428_s.jpg,20221028,가능로110번길 33 맞은편 공영주차장,[개] 믹스견,흰/갈,2020(년생),9(Kg),경기-의정부-2022-00296,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291310428.jpg,M,N,양귀처짐. 코갈색. 부정교합/윗턱 나옴. 틱증상. 치아마모심함. 겁많음. 꼬리단미안됨. 털상태양호. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 의정부시,이인애,031-828-4083,-,보호중,126.983544528402,37.8701154520745,양 귀처 짐 코 갈색 부정 교합 윗 턱 나오 증상 아마 모심 겁 많 꼬리 단 미안 터 상태 양호,"[['양귀처짐. 코갈색. 부정교합/윗턱 나옴. 틱증상. 치아마모심함. 겁많음. 꼬리단미안됨. 털상태양호. '], ['양귀처짐. 코갈색. 부정교합/윗턱 나옴. 틱증상. 치아마모심함. 겁많음. 꼬리단미안됨. 털상태양호. ']]",[],[['양귀처짐. 코갈색. 부정교합/윗턱 나옴. 틱증상. 치아마모심함. 겁많음. 꼬리단미안됨. 털상태양호. ']],[],[],-1,5,[],2020,2,None,104,104.0,9.0,0,1,0,1,0,0,6
1366,427345202200751,http://www.animal.go.kr/files/shelter/2022/10/202210290910652_s.jpg,20221028,조야로 5길 50,[개] 믹스견,검정,2014(년생),4(Kg),대구-북구-2022-00402,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210290910652.jpg,F,U,예민함,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 북구,도유경,053-665-3192,-,보호중,128.735959090291,35.8638745449304,예민,[],[],[['예민함']],[],[],-1,7,[],2014,8,None,416,416.0,4.0,1,0,0,0,1,0,17
1367,427345202200750,http://www.animal.go.kr/files/shelter/2022/10/202210290910330_s.jpg,20221028,조야로 5길 50,[개] 믹스견,갈색,2016(년생),10(Kg),대구-북구-2022-00401,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210290910330.jpg,F,U,초록 목줄,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 북구,도유경,053-665-3192,-,보호중,128.735959090291,35.8638745449304,초록 목줄,[],[],[],[],[],0,7,[],2016,6,None,312,312.0,10.0,1,0,0,0,1,0,48
1368,427345202200749,http://www.animal.go.kr/files/shelter/2022/10/202210290910657_s.jpg,20221028,동천 119,[개] 믹스견,호반색,2019(년생),33(Kg),대구-북구-2022-00400,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210290910657.jpg,M,N,베이지색 목줄 착용,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 북구,도유경,053-665-3192,-,보호중,128.735959090291,35.8638745449304,베이지색 목줄 착용,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,33.0,0,1,0,1,0,0,36
1369,411307202200378,http://www.animal.go.kr/files/shelter/2022/10/202210291310514_s.jpg,20221028,종암동 고려대학교 일대,[개] 믹스견,흰,2020(년생),15(Kg),서울-성북-2022-00134,20221029,20221108,http://www.animal.go.kr/files/shelter/2022/10/202210291310514.jpg,M,N,코검정.발톱손질되어있음.겁많음.경계.예민해서칩유무확인불가.꼬리단미안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 성북구,조은정,02-2241-3932,-,보호중,126.983544528402,37.8701154520745,코 검정 발톱 손질 있음 겁 많 경계 예 민 칩 유무 확인 불가 꼬리 단 미안,[['코검정.발톱손질되어있음.겁많음.경계.예민해서칩유무확인불가.꼬리단미안됨.']],[],"[['코검정.발톱손질되어있음.겁많음.경계.예민해서칩유무확인불가.꼬리단미안됨.'], ['코검정.발톱손질되어있음.겁많음.경계.예민해서칩유무확인불가.꼬리단미안됨.'], ['코검정.발톱손질되어있음.겁많음.경계.예민해서칩유무확인불가.꼬리단미안됨.']]",[],[],-3,6,[],2020,2,None,104,104.0,15.0,0,1,0,1,0,0,11
1370,469569202200854,http://www.animal.go.kr/files/shelter/2022/10/202210282010241_s.jpg,20221028,연서면 대첩로 200 식당 앞,[개] 푸들,갈색,2016(년생),6.2(Kg),세종-세종-2022-00368,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210282010241.jpg,M,Y,심장사상충 양성,세종유기동물보호센터,010-4435-3720,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시,동물복지담당,044-300-7615,-,보호중,127.221377295742,36.6730329753381,심장 사상충 양성,"[['심장사상충 양성'], ['심장사상충 양성']]",[],[],[],[],0,5,[],2016,6,None,312,312.0,6.2,0,1,0,0,0,1,38
1371,448567202201002,http://www.animal.go.kr/files/shelter/2022/10/202210281810948_s.jpg,20221028,의창구 명서동 114-2 ,[개] 믹스견,검갈색+흰색,2022(년생),10(Kg),경남-창원1-2022-00495,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281810948.jpg,M,N,검갈색+흰색. 8개월추정. 겁이 많은 아이. 무서워서 웅크리고 있음. ,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,-,보호중,128.646237202033,35.2385457817144,검 갈색 흰색 8 개월 추정 겁 많 아이 무섭 웅크리 있음,[],[],"[['검갈색+흰색. 8개월추정. 겁이 많은 아이. 무서워서 웅크리고 있음. '], ['검갈색+흰색. 8개월추정. 겁이 많은 아이. 무서워서 웅크리고 있음. ']]",[],[],-2,7,['8개월'],2022,0,36.0,0,36.0,10.0,0,1,0,1,0,0,32
1372,448567202201001,http://www.animal.go.kr/files/shelter/2022/10/202210281810522_s.jpg,20221028,의창구 명서동 114-2 ,[개] 믹스견,갈색+흰색,2022(년생),7.6(Kg),경남-창원1-2022-00494,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281810522.jpg,F,N,갈색+흰색. 8개월추정. 아직은 많이 무서워 함.,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,-,보호중,128.646237202033,35.2385457817144,갈색 흰색 8 개월 추정 아직 많이 무섭 하,[],[],[['갈색+흰색. 8개월추정. 아직은 많이 무서워 함.']],[],[['갈색+흰색. 8개월추정. 아직은 많이 무서워 함.']],-2,7,['8개월'],2022,0,36.0,0,36.0,7.6,1,0,0,1,0,0,32
1376,448567202200996,http://www.animal.go.kr/files/shelter/2022/10/202210281810279[1]_s.jpg,20221028,성산구 성주초등학교 후문 부근,[개] 보더 콜리,흰색+검정색,2022(년생),13(Kg),경남-창원1-2022-00489,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281810279[1].jpg,M,N,L-10-1-29 검정색+흰색. 사람 좋아하고 옆에 잘 붙어있음. 너무 귀엽고 똑!소리나는 애기. 목줄착용.,창원유기동물보호소,055-225-5701,"경상남도 창원시 의창구 창이대로 71 (명서동, 창원시농업기술센터) 축산과",경상남도 창원시 의창성산구,창원시의창성산구,055-225-5701,-,보호중,128.646237202033,35.2385457817144,검정색 흰색 사람 좋아하 옆 잘 붙 있음 너무 귀엽 똑 소리나 애기 목줄 착용,[],[['L-10-1-29 검정색+흰색. 사람 좋아하고 옆에 잘 붙어있음. 너무 귀엽고 똑!소리나는 애기. 목줄착용.']],[],[],[],1,7,[],2022,0,None,0,27.0,13.0,0,1,0,1,0,0,12
1377,448546202200657,http://www.animal.go.kr/files/shelter/2022/10/202210281810309_s.jpg,20221028,안의면 송림,[개] 믹스견,흰색,2017(년생),20(Kg),경남-함양-2022-00216,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281810309.jpg,F,N,사람을 살짝 경계해요 마음을 열어줄 좋은 보호자 기다립니당ㅎㅎ,함양군위탁보호소,055-960-8143,"경상남도 함양군 함양읍 함양남서로 996-76 (함양읍, 농업기술센터) ",경상남도 함양군,-,055-960-8140,-,보호중,127.741397277298,35.5075918623808,사람 살짝 경계 해 마음 열 주 좋 보호자 기다리,[],[],[['사람을 살짝 경계해요 마음을 열어줄 좋은 보호자 기다립니당ㅎㅎ']],[],[],-1,7,[],2017,5,None,260,260.0,20.0,1,0,0,1,0,0,24
1385,448543202200294,http://www.animal.go.kr/files/shelter/2022/10/202210281410640_s.jpg,20221028,경남 남해군 삼동면 삼이로228번안길 인근,[개] 믹스견,"검정, 갈색",2022(년생),3(Kg),경남-남해-2022-00207,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281410640.jpeg,F,N,"온순함, 겁많음",남해군유기동물보호소,055-862-5041,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군,남해군,055-860-3974,-,보호중,127.953665173749,34.8035406395844,온순 겁 많,[],"[['온순함, 겁많음'], ['온순함, 겁많음']]","[['온순함, 겁많음']]",[],[],1,7,[],2022,0,None,0,27.0,3.0,1,0,0,1,0,0,9
1386,448543202200293,http://www.animal.go.kr/files/shelter/2022/10/202210281410145_s.jpg,20221028,경남 남해군 삼동면 삼이로228번안길 인근,[개] 믹스견,"검정,갈색",2022(년생),3(Kg),경남-남해-2022-00206,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281410145.jpeg,M,N,경계심 강함. 입질있음,남해군유기동물보호소,055-862-5041,경상남도 남해군 이동면 무림로 33-13 (이동면) ,경상남도 남해군,남해군,055-860-3974,-,보호중,127.953665173749,34.8035406395844,경계심 강 입질 있음,[],[],"[['경계심 강함. 입질있음'], ['경계심 강함. 입질있음']]",[],[],-2,7,[],2022,0,None,0,27.0,3.0,0,1,0,1,0,0,0
1388,448536202202014,http://www.animal.go.kr/files/shelter/2022/10/202210282310503_s.jpg,20221028,삼랑진,[개] 믹스견,갈색탄,2022(년생),2(Kg),경남-밀양-2022-01664,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210282310503.jpg,F,N,순하고 귀여운 강아지,밀양시동물보호센터,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,밀양시,055-359-7185,-,보호중,128.879768734865,35.4076850142014,순하 귀엽 강아지,[],[['순하고 귀여운 강아지']],[],[],[],1,7,[],2022,0,None,0,27.0,2.0,1,0,0,1,0,0,9
1391,448536202202011,http://www.animal.go.kr/files/shelter/2022/10/202210282310980_s.jpg,20221028,삼랑진,[개] 믹스견,갈색,2022(년생),4(Kg),경남-밀양-2022-01661,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210282310980.jpg,F,N,"쌔까만 눈,코가  귀여운 아이/ 온순",밀양시동물보호센터,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,밀양시,055-359-7185,-,보호중,128.879768734865,35.4076850142014,쌔까맣 눈 코 귀엽 아이 온순,[],"[['쌔까만 눈,코가  귀여운 아이/ 온순']]",[],[],[],1,7,[],2022,0,None,0,27.0,4.0,1,0,0,1,0,0,9
1392,448532202200491,http://www.animal.go.kr/files/shelter/2022/10/202210281610896_s.jpg,20221028,센텀동물병원 앞,[개] 포메라니안,연베이지,2017(년생),5(Kg),경남-창원3-2022-00310,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281610896.jpg,F,N,"센텀동물병원앞에 놔 두고 감, 미용되어 있음",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701,-,보호중,128.75431275907,35.1139990855179,세 동물 병원 앞 노 두 감 미용 있음,[],[],[],[],[],0,7,[],2017,5,None,260,260.0,5.0,1,0,0,1,0,0,17
1393,448532202200490,http://www.animal.go.kr/files/shelter/2022/10/202210281610955_s.jpg,20221028,센텀동물병원 앞,[개] 포메라니안,흰색,2017(년생),6(Kg),경남-창원3-2022-00309,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281610955.jpg,M,Y,"센텀동물병원앞에 놔 두고 감, 미용되어 있음",진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,경상남도 창원시 진해구,창원진해구,055-225-5701,-,보호중,128.75431275907,35.1139990855179,세 동물 병원 앞 노 두 감 미용 있음,[],[],[],[],[],0,7,[],2017,5,None,260,260.0,6.0,0,1,0,0,0,1,17
1395,448531202201088,http://www.animal.go.kr/files/shelter/2022/10/202210281310262[1]_s.jpg,20221028,진주시 상대동 299-3,[개] 비숑 프리제,흰색,2018(년생),4.7(Kg),경남-진주-2022-00580,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281310262[1].jpg,M,N,순함 사람 좋아함,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204,-,보호중,128.121872004671,35.2270862171483,순 사 좋아하,[],"[['순함 사람 좋아함'], ['순함 사람 좋아함']]",[],[],[],2,7,[],2018,4,None,208,208.0,4.7,0,1,0,1,0,0,13
1396,448531202201087,http://www.animal.go.kr/files/shelter/2022/10/202210281110395_s.jpg,20221028,진주시 평거동 193-5,[개] 푸들,흰색,2021(년생),3.8(Kg),경남-진주-2022-00579,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281110395.jpg,M,Y,순함  미용한 상태  중성화수술 실밥 보임,진주시유기동물보호소,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,진주시청,055-749-6204,-,보호중,128.121872004671,35.2270862171483,순 미 용하 상태 중성화 수술 실밥 보이,[],[['순함  미용한 상태  중성화수술 실밥 보임']],[],[],[],1,7,[],2021,1,None,52,52.0,3.8,0,1,0,0,0,1,9
1397,448528202201086,http://www.animal.go.kr/files/shelter/2022/10/202210281610277_s.jpg,20221028,현동 11길 58-19 주변,[개] 믹스견,갈색+흰색,2017(년생),10(Kg),경남-창원2-2022-00284,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281610277.jpg,M,N,"아무것도착용안함, 순함, 발톱이 닳아서 짧음, 많이 돌아 다닌거 같음",마산유기동물보호소,055-225-5701,경상남도 창원시 마산합포구 진북면 지산2길 139-112 226-19,경상남도 창원시 마산합포회원구,창원시마산합포회원구,055-225-5701,-,보호중,-,-,아무것 착용 안 순 발톱 닳 짧 많이 돋 다니 같,[],"[['아무것도착용안함, 순함, 발톱이 닳아서 짧음, 많이 돌아 다닌거 같음']]",[],[],[],1,7,[],2017,5,None,260,260.0,10.0,0,1,0,1,0,0,13
1399,447522202200384,http://www.animal.go.kr/files/shelter/2022/10/20221028171057_s.jpg,20221028,북삼읍인평리,[개] 믹스견,연한갈색,2022(년생),2(Kg),경북-칠곡-2022-00303,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/20221028171057.jpg,F,N,유기견새끼 어미견사이즈작음,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493,-,보호중,128.441955475992,36.0408917783081,유기 견 새끼 어미 견 사이즈 작,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.0,1,0,0,1,0,0,10
1400,447522202200383,http://www.animal.go.kr/files/shelter/2022/10/202210281710215_s.jpg,20221028,북삼읍인평리,[개] 믹스견,갈색,2022(년생),2(Kg),경북-칠곡-2022-00302,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281710215.jpg,M,N,유기견새끼 어미견사이즈작음,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493,-,보호중,128.441955475992,36.0408917783081,유기 견 새끼 어미 견 사이즈 작,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.0,0,1,0,1,0,0,10
1401,447522202200382,http://www.animal.go.kr/files/shelter/2022/10/202210281710766_s.jpg,20221028,북삼읍인평리,[개] 믹스견,갈색,2022(년생),2(Kg),경북-칠곡-2022-00301,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281710766.jpg,M,N,유기견새끼 어미견사이즈작음,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,경상북도 칠곡군,동물보호담당,054-979-6493,-,보호중,128.441955475992,36.0408917783081,유기 견 새끼 어미 견 사이즈 작,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.0,0,1,0,1,0,0,10
1402,447513202201090,http://www.animal.go.kr/files/shelter/2022/10/202210282210729_s.jpg,20221028,옥산동,[개] 말티즈,흰색,2018(년생),3.58(Kg),경북-경산-2022-00751,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210282210729.jpg,F,N,견주의 건강악화로 보호소 입소,경산시유기동물보호소,010-2536-0955,경상북도 경산시 용성면 사양지길 95 (용성면) ,경상북도 경산시,김홍근,053-810-6744,-,보호중,128.885555062966,35.7778814877832,견 주의 건강 악화 보호소 입소,[],[],[],[],[],0,7,[],2018,4,None,208,208.0,3.58,1,0,0,1,0,0,8
1403,447505202201348,http://www.animal.go.kr/files/shelter/2022/10/202210281310701_s.jpg,20221028,안강읍 북부리,[개] 믹스견,"흰색, 갈색",2021(년생),2.3(Kg),경북-경주-2022-01047,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281310701.jpg,M,N,신고자 입양희망,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,경주시,054-760-2883,-,보호중,129.238426249139,35.892961072128,신고자 입양 희망,[],[],[],[],[],0,7,[],2021,1,None,52,52.0,2.3,0,1,0,1,0,0,42
1404,447502202201896,http://www.animal.go.kr/files/shelter/2022/10/202210281210438_s.jpg,20221028,경상북도 포항시 남구 동해면 발산리 인근 포획틀,[개] 믹스견,황백,2019(년생),7(Kg),경북-포항-2022-01118,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281210438.jpg,F,U,"돌아다닌지 2년이 넘었다고 함, 경계있음, 2년동안 밥챙겨주시던 분이 입양의사 있음",영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,경상북도 포항시,이형석,054-270-3368,-,보호중,129.332619962705,36.1456836112171,돌아다니 2 년 넘 하 경계 있음 2 년 동안 밥 챙기 주시 덜 입양 의사 있음,[],[],"[['돌아다닌지 2년이 넘었다고 함, 경계있음, 2년동안 밥챙겨주시던 분이 입양의사 있음']]",[],[],-1,7,[],2019,3,None,156,156.0,7.0,1,0,0,0,1,0,15
1407,446489202200176,http://www.animal.go.kr/files/shelter/2022/10/202210281610643_s.jpg,20221028,미력면 초당리 49-1,[개] 믹스견,흰색,2019(년생),10(Kg),전남-보성-2022-00175,20221028,20221107,http://www.animal.go.kr/files/shelter/2022/10/202210281610643.jpg,M,N,"온순함, 이마랑 등에 검은색 털",보성유기동물보호센터,061-850-5403,전라남도 보성군 노동면 노동천동길 209 (노동면) 신천리 71,전라남도 보성군,한보현,061-850-5403,-,보호중,127.065350075831,34.8294630632926,온순 이마 등에 검은색 털,[],"[['온순함, 이마랑 등에 검은색 털'], ['온순함, 이마랑 등에 검은색 털']]",[],[],[],2,7,[],2019,3,None,156,156.0,10.0,0,1,0,1,0,0,34
