,유기번호,품종,나이,체중,특징,특징단어
1100,447523202200579,[개] 셰퍼드,2021(년생),15(Kg),하운드와 셰퍼드의 중간.조용하고 차분해요.무책임한 전주인을 원망하지않고 새 가족을 기다려요,하운드 셰퍼드 중간 조용하 차분 무책임 전 주인 원망 가족 기다리
1101,447513202201018,[개] 믹스견,2022(년생),3.5(Kg),"생후 100일령 추정, 인근 동네 배회하여 포획구조, 부분블랙탄",생후 100 일령 추정 인근 동네 배회 포획 구조 부분 블랙 타
1102,447513202201017,[개] 믹스견,2020(년생),11(Kg),"인근 동네에 배회하여 포획 구조, 입질 심함, 피부병(모낭충)이 심함",인근 동네 배회 포획 구조 입질 심 피부병 모낭충 심
1103,447513202201016,[개] 믹스견,2019(년생),6.7(Kg),"포메라니안스피츠, 인근 동네 뒤 야산에서 발견되어 구조, 우측 후지 상처가 있음",포 메 라니 안 스피츠 인근 동네 뒤 야산 발견 구조 우측 후지 상처 있음
1104,447513202201015,[개] 믹스견,2019(년생),5.92(Kg),"교통사고 추정, 장파열 의심, 거동을 전혀 하지 못함, 구강부 주위에 구더기가 많음",교통사고 추정 장 파열 의심 거동 전혀 하 구강 부 주위 구더기 많
1105,447512202200643,[고양이] 한국 고양이,2022(년생),.0.3(Kg),"20일령새끼,눈꼽끼고 설사함",20 일령 새끼 눈꼽 끼 설사
1106,447509202200377,[개] 믹스견,2018(년생),6.6(Kg), ,
1107,447509202200376,[개] 믹스견,2022(년생),2(Kg),온순함,온순
1108,447509202200375,[개] 믹스견,2020(년생),3.5(Kg),온순함,온순
1109,447508202201168,[개] 말라뮤트,2021(년생),25.3(Kg),매우 순하고 수줍음 많음,매우 순하 수줍음 많
1110,447505202201262,[개] 믹스견,2020(년생),7(Kg),신고자입양희망,신고자 입양 희망
1111,447505202201261,[고양이] 한국 고양이,2022(년생),0.6(Kg),인공포유 후 사료냥으로 진화,인공 포유 후 사료 냥 진화
1112,447505202201260,[고양이] 한국 고양이,2022(년생),0.7(Kg),인공포유 후 사료냥으로 진화,인공 포유 후 사료 냥 진화
1113,447505202201259,[고양이] 한국 고양이,2022(년생),0.35(Kg),인공포유필요,인공 포유 필요
1114,447502202201796,[개] 믹스견,2020(년생),14(Kg),"포획틀구조,돌아다닌지 꽤 되었다고함,사람 경계입질 있음(만질수없음),눈꼽 심한편,잘생긴 블랙탄",포획 틀 구조 돌아다니 꽤 되 고함 사람 경계 입질 있음 만지 없 눈꼽 심 잘생기 블랙 타
1115,446491202200198,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1116,446491202200197,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1117,446491202200196,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1118,446491202200195,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1119,446491202200194,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1120,446491202200193,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1121,446491202200192,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1122,446491202200191,[개] 믹스견,2022(년생),2(Kg),생후4주령으로 추측,생후 4 주령 추측
1123,446491202200190,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1124,446491202200189,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1125,446491202200188,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1126,446491202200187,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1127,446491202200186,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1128,446491202200185,[개] 믹스견,2022(년생),2.5(Kg),생후4주령으로 추측,생후 4 주령 추측
1129,446486202200179,[개] 믹스견,2020(년생),8(Kg),상태양호,상태 양호
1130,446486202200178,[개] 믹스견,2020(년생),8(Kg),상태양호,상태 양호
1131,446486202200177,[개] 믹스견,2019(년생),15(Kg),"임신중, 상태양호",임신 상태 양호
1132,446484202200421,[개] 믹스견,2016(년생),4(Kg),믹스 흰색+갈색 암컷 6살추정,믹스 흰색 갈색 암컷 6 살 추정
1133,446484202200420,[개] 믹스견,2022(년생),2(Kg),믹스 흰색 암컷 3개월추정,믹스 흰색 암컷 3 개월 추정
1134,446480202201035,[개] 미니어쳐 핀셔,2021(년생),3.5(Kg),"온순하나 겁많음,관리잘됨,거리를 배회함",온순 겁 많 관리 잘되 거리 배회
1135,445472202200364,[개] 토이 푸들,2015(년생),5.7(Kg),사람좋아하고 성격이 밝음,사람 좋아하 성격 밝
1136,445471202200481,[개] 믹스견,2022(년생),1(Kg),순하다,순하
1137,445471202200480,[개] 믹스견,2022(년생),2(Kg),순하다,순하
1138,445471202200479,[개] 믹스견,2022(년생),2(Kg),순하다,순하
1139,445471202200478,[개] 믹스견,2022(년생),2(Kg),순하다,순하
1140,445471202200477,[개] 믹스견,2022(년생),3(Kg),순하다,순하
1141,445471202200476,[개] 믹스견,2020(년생),10(Kg),말랐음,말르
1142,445471202200475,[개] 믹스견,2021(년생),6(Kg),순하다,순하
1143,445471202200474,[개] 믹스견,2021(년생),4(Kg),겁이 많음,겁 많
1144,445471202200473,[개] 믹스견,2020(년생),8(Kg),경계가 있음,경계 있음
1145,445471202200472,[개] 믹스견,2020(년생),8(Kg),경계가 있음,경계 있음
1146,445471202200471,[개] 믹스견,2021(년생),7(Kg),순하다,순하
1147,445471202200470,[개] 믹스견,2021(년생),2(Kg),겁이 많음,겁 많
1148,445471202200469,[개] 믹스견,2021(년생),7(Kg),겁이 많음,겁 많
1149,445471202200468,[개] 믹스견,2021(년생),7(Kg),겁이 많음,겁 많
1150,445469202201153,[개] 믹스견,2022(년생),1.5(Kg),온순,온순
1151,445469202201152,[개] 믹스견,2022(년생),1.5(Kg),온순함.,온순
1152,445469202201151,[개] 믹스견,2017(년생),9(Kg),귀여움,귀엽
1153,445467202201786,[개] 믹스견,2019(년생),7(Kg),순함 방울착용 보호자연락중,순 방울 착용 보호자 연락
1154,445464202203232,[고양이] 한국 고양이,2022(년생),0.2(Kg),종이박스안에 있었음,종이 박스 안 있
1155,445464202203231,[개] 믹스견,2022(년생),7.6(Kg),빨강색 가슴줄 착용,빨강색 가슴 줄 착용
1156,445464202203228,[개] 믹스견,2017(년생),20(Kg),몸통털이 긴편,몸통 털이 길
1157,445464202203226,[고양이] 한국 고양이,2022(년생),0.2(Kg),"어미잃은 새끼고양이,결막염",어미 잃 새끼 고양이 결막염
1158,445464202203223,[고양이] 한국 고양이,2022(년생),0.2(Kg),"어미잃은 새끼고양이,결막염",어미 잃 새끼 고양이 결막염
1159,445464202203222,[고양이] 한국 고양이,2022(년생),0.2(Kg),어미잃은 새끼고양이,어미 잃 새끼 고양이
1160,445464202203221,[고양이] 한국 고양이,2022(년생),0.2(Kg),어미잃은 새끼고양이,어미 잃 새끼 고양이
1161,445464202203220,[고양이] 한국 고양이,2022(년생),0.2(Kg),"어미잃은 새끼고양이,눈꼽,콧물",어미 잃 새끼 고양이 눈꼽 콧물
1162,445464202203219,[고양이] 한국 고양이,2022(년생),0.2(Kg),어미잃은 새끼고양이이며 결막염,어미 잃 새끼 고양이 결막염
1163,445464202203214,[개] 푸들,2017(년생),5(Kg),미용되어있음,미용
1164,445464202203210,[고양이] 한국 고양이,2022(년생),0.3(Kg),눈도못뜸,눈 못 뜸
1165,445464202203204,[개] 믹스견,2016(년생),3.4(Kg),털 매우 엉킴 ,털 매우 엉키
1166,444462202200468,[개] 믹스견,2020(년생),9(Kg),순하고 잘따름,순하 자
1167,444462202200467,[개] 믹스견,2022(년생),2(Kg),순하고 귀여움,순하 귀엽
1168,444462202200466,[개] 믹스견,2022(년생),2(Kg),순하고 귀여움,순하 귀엽
1169,444462202200465,[개] 믹스견,2022(년생),2(Kg),순하고 귀여움,순하 귀엽
1170,444462202200464,[개] 믹스견,2022(년생),2(Kg),순하고 귀여움,순하 귀엽
1171,444462202200463,[개] 믹스견,2022(년생),2(Kg),순하고 귀여움,순하 귀엽
1172,444461202200528,[고양이] 한국 고양이,2022(년생),"0,5(Kg)",이유식 먹고있슴,이유식 먹
1173,444461202200527,[고양이] 한국 고양이,2022(년생),"0,5(Kg)",이유식 먹고있슴,이유식 먹
1174,444461202200526,[고양이] 한국 고양이,2022(년생),"0,5(Kg)",이유식 먹이고 있슴,이유식 먹이
1175,444461202200525,[고양이] 한국 고양이,2022(년생),1(Kg),교통사로로 추정됨.뇌진탕증세,교통 사 추정 뇌진탕 증세
1176,444461202200524,[개] 믹스견,2021(년생),8(Kg),사나움,사나움
1177,444461202200523,[개] 믹스견,2021(년생),8(Kg),사람에 친화적임,사람 친화
1178,444457202200513,[개] 믹스견,2022(년생),1.8(Kg),갈색,갈색
1179,444457202200512,[개] 믹스견,2022(년생),1.3(Kg),흰색과 검은색 얼룩무늬,흰색 검은색 얼룩무늬
1180,444457202200511,[개] 믹스견,2020(년생),3(Kg),흰색,흰색
1181,444452202201611,[개] 믹스견,2022(년생),2(Kg),1611호(관리) 852호(공고) 1개월추정 새끼4-4,1611 호 관리 852 호 공고 1 개월 추정 새끼
1182,444452202201610,[개] 믹스견,2022(년생),2(Kg),1610호(관리) 851호(공고) 1개월추정 새끼4-3,1610 호 관리 851 호 공고 1 개월 추정 새끼
1183,444452202201609,[개] 믹스견,2022(년생),2(Kg),1609호(관리) 850호(공고) 1개월추정 새끼4-2,1609 호 관리 850 호 공고 1 개월 추정 새끼
1184,444452202201608,[개] 믹스견,2022(년생),2(Kg),1608호(관리) 849호(공고) 1개월추정 새끼4-1,1608 호 관리 849 호 공고 1 개월 추정 새끼
1185,444452202201607,[개] 믹스견,2020(년생),10(Kg),1607호(관리) 848호(공고) 5두 포획 중 모견,1607 호 관리 848 호 공고 5 포획 모 견
1186,444449202201636,[고양이] 한국 고양이,2022(년생),0.24(Kg),"25일령,수유개체,힘이 없음",25 일령 수유 개체 힘 없
1187,444449202201635,[개] 믹스견,2020(년생),7(Kg),"피부염,모낭충 의심 피부상태 매우 심각함",피부염 모낭충 의심 피부 상태 매우 심각
1188,443571202202652,[개] 진도견,2019(년생),17(Kg),경계가 심함,경계 심
1189,443571202202651,[개] 풍산견,2016(년생),18(Kg),경계가 심함,경계 심
1190,443571202202650,[개] 믹스견,2020(년생),13(Kg),"빨간 목줄 착용, 순하나 겁이 많고, 안는거 싫어함",빨갛 목줄 착용 순하 겁 많 안 싫어하
1191,443571202202649,[고양이] 한국 고양이,2022(년생),3(Kg),5개월령 추정 매우 순하고 깨끗함 두마리 함께 버려진것으로 추정,5 개 월령 추정 매우 순하 깨끗 함께 버리 추정
1192,443571202202648,[개] 믹스견,2020(년생),6.7(Kg),"순함, 새끼 5마리와 같이 입소 (10월2일 출산 추정)",순 새끼 5 마리 같이 입소 10 월 2 일 출산 추정
1193,443571202202647,[고양이] 한국 고양이,2022(년생),3(Kg),매우 순하고 깨끗함 두마리 함께 버려진것으로 추정,매우 순하 깨끗 함께 버리 추정
1194,443571202202646,[개] 골든 리트리버,2014(년생),30(Kg),칩이 있어 주인반환 예정,칩 있 주인 반환 예정
1195,443443202200350,[고양이] 코숏,2022(년생),0.2(Kg),[관리번호 350] 교통사고로 뒷다리 마비,관리 번호 350 교통 사고 뒷다리 마비
1196,443443202200349,[고양이] 믹스묘,2022(년생),0.5(Kg),[관리번호 349] 교통사고로 뒷다리 마비,관리 번호 349 교통 사고 뒷다리 마비
1197,443440202200276,[고양이] 한국 고양이,2022(년생),0.45(Kg),1개월추정 야생묘,1 개월 추정 야생 묘
1198,443440202200275,[고양이] 한국 고양이,2022(년생),0.48(Kg),1개월추정 야생묘,1 개월 추정 야생 묘
1199,443440202200274,[개] 믹스견,2022(년생),4.57(Kg),80일추정 온순함,80 일 추정 온순
1200,443439202200495,[개] 시바,2019(년생),12(Kg),"목줄,쇠리드줄착용,사상충양성",목줄 쇠 리드 줄 착용 사상충 양성
1201,442430202200216,[개] 믹스견,2018(년생),18(Kg),순하고 사람을 엄청좋아함,순하 사람 엄청 좋아하
1202,442429202200659,[개] 믹스견,2022(년생),2(Kg),30~35일령,30 35 일령
1203,442429202200658,[개] 믹스견,2022(년생),2.6(Kg),30~35일령,30 35 일령
1204,442421202200241,[개] 믹스견,2020(년생),8(Kg),상태양호,상태 양호
1205,442420202200681,[고양이] 한국 고양이,2022(년생),0.8(Kg),어미없이 2마리 발견,어미 없이 2 마리 발견
1206,442420202200680,[고양이] 한국 고양이,2022(년생),0.8(Kg),어미없이 2마리 발견,어미 없이 2 마리 발견
1207,442420202200679,[개] 믹스견,2022(년생),2(Kg),생후 6주추정,생후 6 주 추정
1208,442418202200757,[개] 믹스견,2021(년생),6(Kg),"흰색, 온순",흰색 온순
1209,441554202201645,[개] 믹스견,2020(년생),23.00(Kg),"10-39, 칩없음, 경계가 심함",칩 없 경계 심
1210,441554202201635,[고양이] 한국 고양이,2022(년생),0.20(Kg),"10-38, 1개월령, 눈꼽 콧물 있어요, 많이 야윈 상태, 따뜻한 손길이 필요해요",1 개 월령 눈꼽 콧물 있 많이 야위 상태 따뜻 손길 필요
1211,441554202201634,[고양이] 한국 고양이,2022(년생),0.20(Kg),"10-37, 10일령 젖먹이, 젖병수유 필요, 야윈상태",10 일령 젖먹이 젖병 수유 필요 야위 상태
1212,441554202201633,[고양이] 한국 고양이,2022(년생),0.20(Kg),"10-36, 10일령 젖먹이, 젖병수유 필요, 야윈상태",10 일령 젖먹이 젖병 수유 필요 야위 상태
1213,441554202201632,[고양이] 한국 고양이,2022(년생),0.20(Kg),"10-35, 40일령 아가, 작고 소중한 엄지공주, 감기약 먹고 있어요",40 일령 아가 작 소중 엄지 공주 감기약 먹 있
1214,441554202201631,[고양이] 한국 고양이,2022(년생),0.30(Kg),"10-34, 40일령 아가, 이유식, 사료 잘 먹어요, 미모의 삼새기",40 일령 아가 이유식 사료 잘 먹 미 모의 삼 새기
1215,441553202202697,[개] 믹스견,2022(년생),8(Kg),"입주변이 검음, 아직 앳된 얼굴, 다가가면 또리가 안보일정도로 흔든다",입 주변 검 아직 앳되 얼굴 다가가 또 리 안보 일정 도로 흔들
1216,441553202202696,[개] 믹스견,2021(년생),14(Kg),"아직 앳되보이는 얼굴, 숫기가 없고 겁이 많은편",아직 얼굴 숫기 없 겁 많
1217,441553202202695,[개] 믹스견,2019(년생),14(Kg),"사자같이 털이 삐쭉한편, 낯가림이 조금 있음, 먼저 다가오는 편이다",사자 털이 삐쭉 한편 낯가림 조금 있음 먼저 다가오
1218,441553202202694,[개] 믹스견,2022(년생),2(Kg),"2개월추정, 엄살이 제일 심한 아이ㅠㅠ!",2 개월 추정 엄살 제일 심하 아이
1219,441553202202693,[개] 믹스견,2022(년생),2(Kg),"2개월추정, 입주변이 검음, 고집이 좀 있음",2 개월 추정 입 주변 검 고집 좀 있음
1220,441553202202692,[개] 믹스견,2022(년생),2(Kg),"2개월추정,  원숭이 얼굴, 엄살이 좀 있음",2 개월 추정 원숭이 얼굴 엄살 좀 있음
1221,441553202202691,[개] 믹스견,2022(년생),2(Kg),"2개월추정, 남매들중 대장인거 같다",2 개월 추정 남매 대장 같
1222,441553202202690,[개] 믹스견,2019(년생),16(Kg),"몸에비해 얼굴이 크고 다리가 짧음, 앞다리가 휘어있음",몸 비하 얼굴 크 다리 짧 앞다리 휘
1223,441553202202689,[개] 스피츠,2017(년생),16(Kg),"파란색 기저귀착용, 성격이 무척 활발하고 좋음, 낯가림 없음",파란색 기저귀 착용 성격 무척 활발 좋 낯가림 없
1224,441553202202688,[개] 믹스견,2021(년생),15(Kg),"성격이 무척 좋음, 짙은갈색 귀, 검정코",성격 무척 좋 짙 갈색 귀 검정 코
1225,441417202201041,[개] 믹스견,2019(년생),5(Kg),경계 심하고 입질이 심함,경계 심 입질 심
1226,441416202200545,[개] 믹스견,2020(년생),21.0(Kg),"목공예노동조합 입구(명보카 부근) 배회, 붉은색 목걸이(노랑라인)/사슬(끊어짐) 목줄 착용",목공예 노동 조합 입구 명보 카 부근 배 회 붉은색 목걸이 노 라인 사슬 끊 짐 목줄 착용
1227,441416202200544,[개] 닥스훈트,2016(년생),6.0(Kg),"원흥리(상면) 마을 벌말교 부근 발견, 목줄/목걸이 X, 커피색 털",원흥 리 상면 마을 벌 말 교 부근 발견 목줄 목걸이 커피색 털
1228,441404202201087,[개] 믹스견,2022(년생),5(Kg),배회견,배 회견
1229,441403202200395,[고양이] 한국 고양이,2022(년생),2(Kg),"1개월추정,순함",1 개월 추정 순
1230,441403202200394,[고양이] 한국 고양이,2022(년생),2(Kg),"1개월추정,눈곱,순함",1 개월 추정 눈곱 순
1231,441403202200393,[고양이] 한국 고양이,2022(년생),1(Kg),"1개월추정,눈곱,꼬리짧음",1 개월 추정 눈곱 꼬리 짧
1232,441401202201402,[개] 믹스견,2019(년생),8.8(Kg),겁이 많아 작은 소리에도 놀라며 소심한편,겁 많 작 소리 놀라 소심
1233,441401202201401,[개] 믹스견,2019(년생),15(Kg),"우측 뒷다리 골절 추정, 기력 없음",우측 뒷다리 골절 추정 기력 없
